"fecha","año","mes","est","Phylum","Clase","Orden","Familia","Género","taxa","conteo"
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Chamaesiphonaceae","Merismopedia","Merismopedia",2
2017-11-01,2017,11,"LC-02","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Micractinium",0
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis sp",14
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium tortilé",1
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium griffithi",0
2017-11-01,2017,11,"LC-02","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula",0
2017-11-01,2017,11,"LC-02","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia",1
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria","Oscillatoria",5
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Volvocales","Volvocaceae","Pandorina","Pandorina",1
2017-11-01,2017,11,"LC-02","Chlorophyta","Trebouxiophyceae","Oocystales","Oocystaceae","Pachycladella","Pachycladella",1
2017-11-01,2017,11,"LC-02","Euglenozoa","Euglenoidea","Euglenida","Phacidae","Phacus","Phacus",1
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Planktothrix","Planktothrix",0
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Planktolyngbya","Planktolyngbya sp",2
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena",0
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Raphidiopsis","Raphidiopsis",6
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia","Rivularia",0
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus acuminatus",0
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus cuadricauda",0
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus dimorphus",0
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Selenastrum","Selenastrum",0
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Snowella","Snowella",0
2017-11-01,2017,11,"LC-02","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella","Surirella",0
2017-11-01,2017,11,"LC-02","Charophyta","Zygnematophyceae","Zygnematales","Desmidiaceae","Staurastrum","Staurastrum",0
2017-11-01,2017,11,"LC-02","Ochrophyta","Bacillariophyceae","Thalassiosirales","Stephanodicaceae","Stephanodiscus","Stephanodiscus",1
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus",0
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Tetrastrum","Tetrastrum",0
2017-11-01,2017,11,"LC-02","Chlorophyta","Chlorophyceae","Chlamydomonadales","Treubariaceae","Treubaria","Treubaria",2
2017-11-01,2017,11,"LC-02","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gomphosphaeriaceae","Woronichinia","Woronichinia",3
2017-11-01,2017,11,"LC-03","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Actinastrum","Actinastrum sp",2
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Anacystis","Anacystis",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Ankistrodesmus","Ankistrodesmus",4
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Ankistrodesmus","Ankistrodesmus falcatus",7
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Aphanizomenon","Aphanizomenon",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Synechococcales","Merismopediaceae","Aphanocapsa","Aphanocapsa",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Arthrospira","Arthrospira",0
2017-11-01,2017,11,"LC-03","Bacillariophyta","Bacillariophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira","Aulacoseira",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Trebouxiophyceae","Trebouxiales","Botryococcaceae","Botryococcus","Botryococcus",2
2017-11-01,2017,11,"LC-03","Miozoa","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium",0
2017-11-01,2017,11,"LC-03","Ochrophyta","Bacillariophyceae","Thalassiosirales","Stephanodicaceae","Cyclotella","Cyclotella",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermopsis","Cylindrospermopsis",112
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermun","Cylindrospermun",0
2017-11-01,2017,11,"LC-03","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","Chlorella",9
2017-11-01,2017,11,"LC-03","Charophyta","Zygnematophyceae","Zygnematales","Closteriaceae","Closterium","Closterium",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrum","Coelastrum",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Synechococcales","Merismopediaceae","Coelosphaerium","Coelosphaerium",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Chroococcus","Chroococcus",0
2017-11-01,2017,11,"LC-03","Bacillariophyta","Bacillariophyceae","Coscinodiscales","Coscinosicaceae","Coscinodiscus","Coscinodiscus",3
2017-11-01,2017,11,"LC-03","Chlorophyta","Trebouxiophyceae","incertae sedis","incertae sedis","Crucigenia","Crucigenia tetrapoda",1
2017-11-01,2017,11,"LC-03","Chlorophyta","Trebouxiophyceae","incertae sedis","incertae sedis","Crucigenia","Crucigenia irregularis",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Chlorellales","Chlorellaceae","Dyctiosphaerium","Dyctiosphaerium",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Volvocales","Volvocaceae","Eudorina","Eudorina",0
2017-11-01,2017,11,"LC-03","Euglenozoa","Euglenoidea","Euglenida","Euglenaceae","Euglena","Euglena",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gloeocapsaceae","Gloeocapsa","Gloeocapsa",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gomphosphaeriaceae","Gomphosphaeria","Gomphosphaeria lacustris",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Neochloridaceae","Golenkinia","Golenkinia",0
2017-11-01,2017,11,"LC-03","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","Fragilaria capuchina",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Kirchneriella","Kirchneriella",3
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya",5
2017-11-01,2017,11,"LC-03","Euglenozoa","Euglenoidea","Euglenida","Phacidae","Lepocinclis","Lepocinclis",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Lyngbya","Lyngbya lagerhemii",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Chamaesiphonaceae","Merismopedia","Merismopedia",5
2017-11-01,2017,11,"LC-03","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Micractinium",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis sp",5
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium tortilé",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium griffithi",0
2017-11-01,2017,11,"LC-03","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula",0
2017-11-01,2017,11,"LC-03","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria","Oscillatoria",11
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Volvocales","Volvocaceae","Pandorina","Pandorina",2
2017-11-01,2017,11,"LC-03","Chlorophyta","Trebouxiophyceae","Oocystales","Oocystaceae","Pachycladella","Pachycladella",1
2017-11-01,2017,11,"LC-03","Euglenozoa","Euglenoidea","Euglenida","Phacidae","Phacus","Phacus",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Planktothrix","Planktothrix",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Planktolyngbya","Planktolyngbya sp",3
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Raphidiopsis","Raphidiopsis",9
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia","Rivularia",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus acuminatus",1
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus cuadricauda",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus dimorphus",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Selenastrum","Selenastrum",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Snowella","Snowella",0
2017-11-01,2017,11,"LC-03","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella","Surirella",0
2017-11-01,2017,11,"LC-03","Charophyta","Zygnematophyceae","Zygnematales","Desmidiaceae","Staurastrum","Staurastrum",0
2017-11-01,2017,11,"LC-03","Ochrophyta","Bacillariophyceae","Thalassiosirales","Stephanodicaceae","Stephanodiscus","Stephanodiscus",2
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus",2
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Tetrastrum","Tetrastrum",0
2017-11-01,2017,11,"LC-03","Chlorophyta","Chlorophyceae","Chlamydomonadales","Treubariaceae","Treubaria","Treubaria",0
2017-11-01,2017,11,"LC-03","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gomphosphaeriaceae","Woronichinia","Woronichinia",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Actinastrum","Actinastrum sp",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Anacystis","Anacystis",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Ankistrodesmus","Ankistrodesmus",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Ankistrodesmus","Ankistrodesmus falcatus",4
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Aphanizomenon","Aphanizomenon",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Synechococcales","Merismopediaceae","Aphanocapsa","Aphanocapsa",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Arthrospira","Arthrospira",0
2017-11-01,2017,11,"LC-04","Bacillariophyta","Bacillariophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira","Aulacoseira",2
2017-11-01,2017,11,"LC-04","Chlorophyta","Trebouxiophyceae","Trebouxiales","Botryococcaceae","Botryococcus","Botryococcus",0
2017-11-01,2017,11,"LC-04","Miozoa","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium",0
2017-11-01,2017,11,"LC-04","Ochrophyta","Bacillariophyceae","Thalassiosirales","Stephanodicaceae","Cyclotella","Cyclotella",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermopsis","Cylindrospermopsis",125
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermun","Cylindrospermun",0
2017-11-01,2017,11,"LC-04","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","Chlorella",5
2017-11-01,2017,11,"LC-04","Charophyta","Zygnematophyceae","Zygnematales","Closteriaceae","Closterium","Closterium",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrum","Coelastrum",2
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Synechococcales","Merismopediaceae","Coelosphaerium","Coelosphaerium",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Chroococcus","Chroococcus",0
2017-11-01,2017,11,"LC-04","Bacillariophyta","Bacillariophyceae","Coscinodiscales","Coscinosicaceae","Coscinodiscus","Coscinodiscus",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Trebouxiophyceae","incertae sedis","incertae sedis","Crucigenia","Crucigenia tetrapoda",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Trebouxiophyceae","incertae sedis","incertae sedis","Crucigenia","Crucigenia irregularis",1
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Chlorellales","Chlorellaceae","Dyctiosphaerium","Dyctiosphaerium",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Volvocales","Volvocaceae","Eudorina","Eudorina",0
2017-11-01,2017,11,"LC-04","Euglenozoa","Euglenoidea","Euglenida","Euglenaceae","Euglena","Euglena",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gloeocapsaceae","Gloeocapsa","Gloeocapsa",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gomphosphaeriaceae","Gomphosphaeria","Gomphosphaeria lacustris",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Neochloridaceae","Golenkinia","Golenkinia",0
2017-11-01,2017,11,"LC-04","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","Fragilaria capuchina",2
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Kirchneriella","Kirchneriella",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya",0
2017-11-01,2017,11,"LC-04","Euglenozoa","Euglenoidea","Euglenida","Phacidae","Lepocinclis","Lepocinclis",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Lyngbya","Lyngbya lagerhemii",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Chamaesiphonaceae","Merismopedia","Merismopedia",1
2017-11-01,2017,11,"LC-04","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Micractinium",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis sp",1
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium tortilé",2
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium griffithi",0
2017-11-01,2017,11,"LC-04","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula",0
2017-11-01,2017,11,"LC-04","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria","Oscillatoria",3
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Volvocales","Volvocaceae","Pandorina","Pandorina",2
2017-11-01,2017,11,"LC-04","Chlorophyta","Trebouxiophyceae","Oocystales","Oocystaceae","Pachycladella","Pachycladella",0
2017-11-01,2017,11,"LC-04","Euglenozoa","Euglenoidea","Euglenida","Phacidae","Phacus","Phacus",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Planktothrix","Planktothrix",5
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Planktolyngbya","Planktolyngbya sp",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Raphidiopsis","Raphidiopsis",4
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia","Rivularia",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus acuminatus",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus cuadricauda",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Scenedesmus","Scenedesmus dimorphus",1
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Selenastrum","Selenastrum",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Snowella","Snowella",0
2017-11-01,2017,11,"LC-04","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella","Surirella",0
2017-11-01,2017,11,"LC-04","Charophyta","Zygnematophyceae","Zygnematales","Desmidiaceae","Staurastrum","Staurastrum",0
2017-11-01,2017,11,"LC-04","Ochrophyta","Bacillariophyceae","Thalassiosirales","Stephanodicaceae","Stephanodiscus","Stephanodiscus",0
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Tetrastrum","Tetrastrum",0
2017-11-01,2017,11,"LC-04","Chlorophyta","Chlorophyceae","Chlamydomonadales","Treubariaceae","Treubaria","Treubaria",1
2017-11-01,2017,11,"LC-04","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gomphosphaeriaceae","Woronichinia","Woronichinia",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Actinastrum","Actinastrum sp",1
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Anacystis","Anacystis",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Ankistrodesmus","Ankistrodesmus",2
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Ankistrodesmus","Ankistrodesmus falcatus",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Aphanizomenon","Aphanizomenon",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Synechococcales","Merismopediaceae","Aphanocapsa","Aphanocapsa",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Arthrospira","Arthrospira",0
2017-11-01,2017,11,"LC-05","Bacillariophyta","Bacillariophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira","Aulacoseira",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Trebouxiophyceae","Trebouxiales","Botryococcaceae","Botryococcus","Botryococcus",1
2017-11-01,2017,11,"LC-05","Miozoa","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium",0
2017-11-01,2017,11,"LC-05","Ochrophyta","Bacillariophyceae","Thalassiosirales","Stephanodicaceae","Cyclotella","Cyclotella",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermopsis","Cylindrospermopsis",165
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermun","Cylindrospermun",1
2017-11-01,2017,11,"LC-05","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","Chlorella",8
2017-11-01,2017,11,"LC-05","Charophyta","Zygnematophyceae","Zygnematales","Closteriaceae","Closterium","Closterium",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrum","Coelastrum",1
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Synechococcales","Merismopediaceae","Coelosphaerium","Coelosphaerium",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Chroococcus","Chroococcus",0
2017-11-01,2017,11,"LC-05","Bacillariophyta","Bacillariophyceae","Coscinodiscales","Coscinosicaceae","Coscinodiscus","Coscinodiscus",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Trebouxiophyceae","incertae sedis","incertae sedis","Crucigenia","Crucigenia tetrapoda",1
2017-11-01,2017,11,"LC-05","Chlorophyta","Trebouxiophyceae","incertae sedis","incertae sedis","Crucigenia","Crucigenia irregularis",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Chlorellales","Chlorellaceae","Dyctiosphaerium","Dyctiosphaerium",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Volvocales","Volvocaceae","Eudorina","Eudorina",1
2017-11-01,2017,11,"LC-05","Euglenozoa","Euglenoidea","Euglenida","Euglenaceae","Euglena","Euglena",2
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gloeocapsaceae","Gloeocapsa","Gloeocapsa",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Gomphosphaeriaceae","Gomphosphaeria","Gomphosphaeria lacustris",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Sphaeropleales","Neochloridaceae","Golenkinia","Golenkinia",0
2017-11-01,2017,11,"LC-05","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","Fragilaria capuchina",1
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Kirchneriella","Kirchneriella",1
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya",0
2017-11-01,2017,11,"LC-05","Euglenozoa","Euglenoidea","Euglenida","Phacidae","Lepocinclis","Lepocinclis",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Lyngbya","Lyngbya lagerhemii",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Chamaesiphonaceae","Merismopedia","Merismopedia",2
2017-11-01,2017,11,"LC-05","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Micractinium","Micractinium",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis sp",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium tortilé",0
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium griffithi",0
2017-11-01,2017,11,"LC-05","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula",0
2017-11-01,2017,11,"LC-05","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia",0
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria","Oscillatoria",1
2017-11-01,2017,11,"LC-05","Chlorophyta","Chlorophyceae","Volvocales","Volvocaceae","Pandorina","Pandorina",1
2017-11-01,2017,11,"LC-05","Chlorophyta","Trebouxiophyceae","Oocystales","Oocystaceae","Pachycladella","Pachycladella",0
2017-11-01,2017,11,"LC-05","Euglenozoa","Euglenoidea","Euglenida","Phacidae","Phacus","Phacus",2
2017-11-01,2017,11,"LC-05","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcoleaceae","Planktothrix","Planktothrix",3
